,train loss,val loss
0,1.831100583076477,1.6405264139175415
1,1.4491084814071655,1.4782485961914062
2,1.3056323528289795,1.4051969051361084
3,1.196837306022644,1.3880481719970703
4,1.101838231086731,1.4001339673995972
5,1.0145435333251953,1.391033411026001
6,0.9353929758071899,1.4582364559173584
7,0.8661604523658752,1.4669064283370972
8,0.8013045787811279,1.4959419965744019
9,0.7480591535568237,1.5200873613357544
10,0.6953443288803101,1.6092181205749512
11,0.6472307443618774,1.6361544132232666
12,0.6034093499183655,1.7072978019714355
13,0.5687644481658936,1.7892707586288452
14,0.5314335227012634,1.8602879047393799
15,0.5021666288375854,1.9029145240783691
16,0.47176527976989746,1.9909517765045166
17,0.4453463852405548,2.0639290809631348
18,0.42184868454933167,2.153893232345581
19,0.4027092158794403,2.243421792984009
20,0.38553839921951294,2.31817364692688
21,0.3677584230899811,2.415724992752075
22,0.34894612431526184,2.5086095333099365
23,0.33259469270706177,2.592712879180908
24,0.32067349553108215,2.652958393096924
25,0.30554458498954773,2.734534502029419
26,0.30017805099487305,2.8314220905303955
27,0.28485849499702454,2.9999492168426514
28,0.2781469523906708,3.0074386596679688
29,0.2725074887275696,3.067300319671631
