,accuracies
0,0.6037476658821106
1,0.6288479566574097
2,0.7538810968399048
3,0.76973557472229
4,0.787990927696228
5,0.7422584295272827
6,0.8194674253463745
7,0.7983672022819519
8,0.8065713047981262
9,0.8145844340324402
10,0.8383305072784424
11,0.844926655292511
12,0.84348064661026
13,0.8544237017631531
14,0.8527567982673645
15,0.8339405059814453
16,0.8388018012046814
17,0.8512159585952759
18,0.8407795429229736
19,0.8443502187728882
