,accuracies
0,0.34352171421051025
1,0.3799313008785248
2,0.4186309278011322
3,0.4391781985759735
4,0.45986002683639526
5,0.47401782870292664
6,0.49287280440330505
7,0.4989456534385681
8,0.390830934047699
9,0.5202962160110474
10,0.4741578996181488
11,0.3499714136123657
12,0.42871811985969543
13,0.5586334466934204
14,0.036289017647504807
15,0.45678460597991943
16,0.19966194033622742
17,0.2701791524887085
18,0.10410428792238235
19,0.074857696890831
