,accuracies
0,0.3896770179271698
1,0.3119622468948364
2,0.47243553400039673
3,0.42732688784599304
4,0.25211042165756226
5,0.4362921714782715
6,0.39624956250190735
7,0.43755975365638733
8,0.3486069440841675
9,0.28954723477363586
10,0.31948035955429077
11,0.44651585817337036
12,0.4823249280452728
13,0.29920297861099243
14,0.4329031705856323
15,0.46506476402282715
16,0.36868467926979065
17,0.44217872619628906
18,0.4939570724964142
19,0.36585763096809387
