,accuracies
0,0.06829463690519333
1,0.06837096065282822
2,0.07556711137294769
3,0.05284816771745682
4,0.03768857195973396
5,0.40412637591362
6,0.2196171134710312
7,0.35855454206466675
8,0.14513567090034485
9,0.316331684589386
10,0.3492996096611023
11,0.26937785744667053
12,0.14421989023685455
13,0.35409682989120483
14,0.09961622953414917
15,0.4667673707008362
16,0.34439072012901306
17,0.2978084087371826
18,0.3687058091163635
19,0.22655978798866272
