,accuracies
0,0.34334930777549744
1,0.3430671691894531
2,0.34174084663391113
3,0.34174224734306335
4,0.3418903946876526
5,0.3418475389480591
6,0.34189823269844055
7,0.3424254357814789
8,0.34394949674606323
9,0.34519287943840027
10,0.34573790431022644
11,0.3476262390613556
12,0.3506902754306793
13,0.35767197608947754
14,0.3629259467124939
15,0.36759647727012634
16,0.3836331367492676
17,0.3945096433162689
18,0.40392419695854187
19,0.4012765884399414
