,accuracies
0,0.655194878578186
1,0.7188513278961182
2,0.7175548076629639
3,0.7676026821136475
4,0.7815657258033752
5,0.7772977352142334
6,0.7922284007072449
7,0.7801372408866882
8,0.7941727042198181
9,0.8002865314483643
10,0.7991855144500732
11,0.8047866225242615
12,0.7813529968261719
13,0.8033758997917175
14,0.797904908657074
15,0.7919961214065552
16,0.782616376876831
17,0.7741847038269043
18,0.78420090675354
19,0.7744295001029968
