,accuracies
0,0.5927981734275818
1,0.6599341630935669
2,0.6891518235206604
3,0.7513853311538696
4,0.7597180604934692
5,0.8067538142204285
6,0.8178698420524597
7,0.7649194598197937
8,0.8265142440795898
9,0.743205726146698
10,0.832396924495697
11,0.8226648569107056
12,0.7953149676322937
13,0.820814311504364
14,0.8385570049285889
15,0.8229503035545349
16,0.8377102613449097
17,0.8350809812545776
18,0.8272746801376343
19,0.805756688117981
