,accuracies
0,0.5824815034866333
1,0.6397384405136108
2,0.6904038190841675
3,0.6870893239974976
4,0.7270656824111938
5,0.7203941345214844
6,0.785072922706604
7,0.7861104011535645
8,0.7757666707038879
9,0.811458170413971
10,0.8148733973503113
11,0.7861530184745789
12,0.7696913480758667
13,0.8267828822135925
14,0.8148794174194336
15,0.8319025039672852
16,0.8378598690032959
17,0.8365244269371033
18,0.8486849069595337
19,0.8371068835258484
