,accuracies
0,0.6303839683532715
1,0.7225974202156067
2,0.7637120485305786
3,0.7702784538269043
4,0.7939576506614685
5,0.8131625652313232
6,0.8255606293678284
7,0.8288479447364807
8,0.821374237537384
9,0.8439282178878784
10,0.8288972973823547
11,0.8459224104881287
12,0.8386151194572449
13,0.8371061086654663
14,0.798735499382019
15,0.8547637462615967
16,0.848483145236969
17,0.8495451807975769
18,0.8507733941078186
19,0.8533472418785095
